id,sex,age,federal_district,type_of_city,knows_election_date,will_vote,candidate,television_usage,internet_usage,education,income,employment,job_type,company_type,weight1
0716b535468cea0d,male,40.0,northwestern,city with population of 100-500k,named correct date,struggle to answer,Putin,over 4 hours a day,less than 4 hours a day,college,medium,work for hire,commercial organization,"industry, manufacturing",0.4682264408499648
07169cc9a58cea91,male,40.0,north caucasian,city with population of 100-500k,named correct year,definitely yes,struggle to answer,several times a week,over 4 hours a day,school,medium,self-employed,,"construction, architecture",0.5579737459735566
071668c7758ce2ef,male,40.0,siberian,city with population of 500-950k,named correct date,definitely yes,Putin,several times a week,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"transportation, storage",0.60980821478353
0716b22eff4ce9e7,male,40.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,college,medium,work for hire,commercial organization,other,0.6837056569047347
07169c6309cce655,male,40.0,northwestern,city with population of 1 million and higher,named correct year,likely yes,Putin,does not watch,less than 4 hours a day,college,medium,work for hire,government agency,healthcare,0.8416082614015089
07167fb6b7ccef67,male,58.0,volga,village,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,0.9414385579003796
071668492b0ced8b,male,58.0,siberian,village,named correct date,definitely yes,struggle to answer,several times a week,several times a week,incomplete school education,medium,work for hire,commercial organization,"industry, manufacturing",0.9641456094182506
07168ec825cce397,male,51.0,southern,settlement,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,school,medium,work for hire,commercial organization,"transportation, storage",0.7648290782267109
0716768b444ce1c0,male,58.0,ural,city with population of less than 50k,named correct date,definitely yes,Putin,less than 4 hours a day,several times a month,college,medium,self-employed,,"construction, architecture",0.7679631078043129
07165e6c2f4ce761,male,58.0,siberian,settlement,named correct date,definitely yes,struggle to answer,less than 4 hours a day,does not use internet,school,medium,unemployed pensioner,,,0.8421149206576803
071680bddd8cecae,male,58.0,volga,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,work for hire,non-profit agency,,0.8127672311750341
0716d5a2ae4ceca2,male,58.0,central,city with population of 1 million and higher,named correct date,not sure,will not take part,does not watch,over 4 hours a day,bachelor degree,medium,self-employed,,"culture, sports",1.126381630350325
071699541dcced8f,male,58.0,southern,city with population of 1 million and higher,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,work for hire,government agency,other,1.2425693962723172
0716c7c3a84ceb94,male,76.0,central,city with population of 50-100k,named correct date,likely yes,Putin,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.270761128445952
0716a8f7a98ceab4,male,69.0,central,city with population of 50-100k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.8632750076522776
071687899cccea5e,male,76.0,southern,city with population of 50-100k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.2303617080545817
071679b58a4ce2da,male,76.0,ural,city with population of less than 50k,named correct date,likely yes,Putin,over 4 hours a day,several times a week,college,medium,unemployed pensioner,,,0.8420801876144244
0716bc0c274ced0c,male,69.0,central,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,several times a week,bachelor degree,medium,unemployed pensioner,,,0.8153563774219078
07168c53990ced58,female,40.0,southern,village,named correct date,likely yes,Putin,less than 4 hours a day,several times a week,incomplete school education,medium,self-employed,,farming,1.0851985408352824
07168956548ceda9,female,40.0,volga,village,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,parental leave,,,1.4269929347911503
07169d6d0e0ceb8f,female,40.0,volga,city with population of 50-100k,named correct date,likely yes,Putin,less than 4 hours a day,once half a year,college,medium,self-employed,,healthcare,1.0190471067307527
071692db418ce6b2,female,40.0,central,city with population of 100-500k,named correct date,definitely yes,struggle to answer,does not watch,several times a week,bachelor degree,medium,work for hire,commercial organization,trade,1.0187024194255168
07166778618ce822,female,40.0,siberian,city with population of 100-500k,named correct date,definitely yes,Slutskiy,less than 4 hours a day,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,trade,0.9648125784989172
07167fa9264ceb65,female,40.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,trade,0.9111718986566848
0716968485ccea72,female,40.0,volga,city with population of 500-950k,named correct date,definitely no,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,work for hire,commercial organization,trade,0.9111718986566848
071690c68a4ce572,female,58.0,northwestern,village,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,1.1985958308205908
0716795393cced65,female,58.0,ural,village,named correct date,likely yes,Putin,less than 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,1.0487388093024244
0716a27ca30ceeae,female,58.0,volga,city with population of less than 50k,named correct date,definitely yes,Putin,several times a week,several times a week,college,medium,work for hire,law enforcement agency,law enforcement agency,0.9807909107978886
07165fd1b94ce2ca,female,58.0,far eastern,city with population of 50-100k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.411843090381307
0716873c2dcce130,female,58.0,southern,city with population of 100-500k,named correct date,not sure,Kharitonov,less than 4 hours a day,several times a week,college,medium,unemployed pensioner,,,0.7372406620754102
07167abff3ccedad,female,58.0,volga,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,work for hire,law enforcement agency,law enforcement agency,0.7926210560050018
071671e198ccea3f,female,58.0,ural,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,medium,employed pensioner,government agency,education,0.740261642980206
07166ae7928cec7c,female,51.0,siberian,city with population of 500-950k,named correct date,definitely no,will not take part,several times a week,less than 4 hours a day,academic degree,medium,work for hire,government agency,education,0.8400124372984689
0716bcd2b98ce956,female,76.0,central,village,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,1.1401568872613963
07169595e60ce03a,female,76.0,north caucasian,village,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.8938019870103089
0716a1abbbccedb8,female,76.0,north caucasian,village,not sure or no answer,likely no,Putin,does not watch,does not use internet,college,medium,unemployed pensioner,,,0.8938019870103089
07168481b7cce812,female,69.0,volga,village,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,medium,unemployed pensioner,,,0.92172360632897
071676dfa0cce24c,female,76.0,ural,settlement,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.7518809584681334
07167f932b0ce66c,female,76.0,ural,city with population of 50-100k,named correct date,likely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.7518809584681334
07168beec24ce0c5,female,76.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,medium,unemployed pensioner,,,0.622922442257633
0716af614d8ce84e,female,69.0,central,city with population of 100-500k,named correct date,not sure,Putin,several times a month,less than 4 hours a day,college,medium,unemployed pensioner,,,0.622922442257633
07169813ef0ce061,female,76.0,volga,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.6506068290240652
071686e74a8cea00,female,69.0,volga,city with population of 500-950k,not sure or no answer,not sure,struggle to answer,does not watch,over 4 hours a day,no school education,medium,unemployed pensioner,,,0.5885443634227749
